,,,,,TV RATINGS GRP,TV NATIONAL ACTIVE TRADER SPEND ,PROMOTIONS CASH SPEND,PROMOTIONS ,,,,,,,,,,,,,,,,,,
,X_DT,HF,X_GEO,dv,M_TV_N_TS_GRP,M_TV_N_TS_SP,PRO_EX_ADV_CA_SP,PRO_EX_ADV_ST_AWD,PRO_EX_ADV_ST_DEP,PRO_EX_ADV_ST_ENR,PRO_EX_ADV_ST_SP,PRO_EX_CEQA_AWD,PRO_EX_CEQA_SP,M_OD_N_SPN_CLK,M_OD_N_SPN_IMP,M_OD_N_SPN_SP,M_HSP_L_MLB_IMP,M_HSP_L_MLB_SP,M_HSP_L_PGA_IMP,M_HSP_L_PGA_SP,M_RD_L_RTL_GRP,M_RD_L_RTL_SP,M_EVT_L_CUL_SP,M_EVT_L_GLF_SP,M_EVT_L_SPK_SP,PRO_EX_ADV_CA_AWD
0,05/01/14,2014_HF1,ATL,14.11561568,1.181727195,10.82123323,5.303304908,1.098612289,13.33494414,1.386294361,6.778784898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.098612289
1,05/01/14,2014_HF1,BAL,13.08361018,1.181727195,10.82123323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,05/01/14,2014_HF1,BOS,14.47376025,1.181727195,10.82123323,0,0.693147181,0,0.693147181,5.634789603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,05/01/14,2014_HF1,CHA,12.05446046,1.181727195,10.82123323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,05/01/14,2014_HF1,CHI,15.38107711,1.181727195,10.82123323,5.707110265,0.693147181,11.51293546,0.693147181,5.634789603,0.693147181,6.398594935,0,0,0,0,0,0,0,0,0,0,0,0,1.098612289
5,05/01/14,2014_HF1,DAL,15.07642769,1.181727195,10.82123323,0,0.693147181,13.52782982,1.098612289,6.396929655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,05/01/14,2014_HF1,DEN,14.36555892,1.181727195,10.82123323,5.707110265,0.693147181,11.58063084,0.693147181,5.634789603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181
7,05/01/14,2014_HF1,DET,13.57591616,1.181727195,10.82123323,0,0.693147181,13.89860553,0.693147181,6.396929655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,05/01/14,2014_HF1,HAR,13.80800352,1.181727195,10.82123323,0,0.693147181,15.51332576,0.693147181,6.396929655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,05/01/14,2014_HF1,HOU,15.21888841,1.181727195,10.82123323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,05/01/14,2014_HF1,LAX,16.10738477,1.181727195,10.82123323,4.615120517,0.693147181,13.95527337,1.098612289,7.089243155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181
11,05/01/14,2014_HF1,MIA,14.61310135,1.181727195,10.82123323,0,0.693147181,13.12236538,0.693147181,6.396929655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,05/01/14,2014_HF1,MIN,13.64627029,1.181727195,10.82123323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,05/01/14,2014_HF1,NYC,16.11015909,1.181727195,10.82123323,0,0.693147181,12.4292202,1.791759469,6.086774727,0.693147181,5.707110265,0,0,0,0,0,0,0,0,0,0,0,0,0
14,05/01/14,2014_HF1,ORL,13.75914601,1.181727195,10.82123323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,05/01/14,2014_HF1,OTH,17.72168833,1.181727195,10.82123323,7.090909822,2.302585093,15.21230535,2.63905733,8.240648863,1.945910149,8.537191878,0,0,0,0,0,0,0,0,0,0,0,0,1.791759469
16,05/01/14,2014_HF1,PHI,14.13020604,1.181727195,10.82123323,0,0,0,0,0,1.098612289,7.496097345,0,0,0,0,0,0,0,0,0,0,0,0,0
17,05/01/14,2014_HF1,PHO,14.61918105,1.181727195,10.82123323,0,0,0,0,0,0.693147181,7.824445931,0,0,0,0,0,0,0,0,0,0,0,0,0
18,05/01/14,2014_HF1,SAC,13.47363587,1.181727195,10.82123323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,05/01/14,2014_HF1,SDO,14.59414842,1.181727195,10.82123323,0,1.098612289,12.57002455,1.098612289,6.326149473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,05/01/14,2014_HF1,SEA,14.50189964,1.181727195,10.82123323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,05/01/14,2014_HF1,SFO,16.60455741,1.181727195,10.82123323,6.552507887,1.945910149,15.2563807,2.079441542,7.813995675,1.386294361,7.783640596,0,0,0,0,0,0,0,0,0,0,0,0,1.386294361
22,05/01/14,2014_HF1,TAM,13.44134274,1.181727195,10.82123323,0,0,0,0,0,0.693147181,6.398594935,0,0,0,0,0,0,0,0,0,0,0,0,0
23,05/01/14,2014_HF1,WDC,14.94325868,1.181727195,10.82123323,0,0.693147181,11.68000647,0.693147181,5.634789603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,05/01/14,2014_HF1,WPB,14.06192815,1.181727195,10.82123323,4.615120517,0,0,0,0,1.098612289,5.993961427,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181
25,12/01/14,2014_HF1,ATL,14.47766318,1.558144618,11.26805892,0,1.386294361,0,1.386294361,6.527957918,0.693147181,6.398594935,0,0,0,0,0,0,0,0,0,0,0,0,0
26,12/01/14,2014_HF1,BAL,13.24777383,1.558144618,11.26805892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,12/01/14,2014_HF1,BOS,14.64136546,1.558144618,11.26805892,0,0.693147181,12.39944953,0.693147181,5.634789603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,12/01/14,2014_HF1,CHA,11.91511609,1.558144618,11.26805892,0,0,0,0,0,0.693147181,4.615120517,0,0,0,0,0,0,0,0,0,0,0,0,0
29,12/01/14,2014_HF1,CHI,15.72416742,1.558144618,11.26805892,5.303304908,1.098612289,0,1.098612289,7.089243155,1.386294361,8.117014088,0,0,0,0,0,0,0,0,0,0,0,0,1.098612289
30,12/01/14,2014_HF1,DAL,15.38270151,1.558144618,11.26805892,4.615120517,1.386294361,14.02403334,1.386294361,7.054449658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181
31,12/01/14,2014_HF1,DEN,14.90555185,1.558144618,11.26805892,0,0,0,0,0,0.693147181,5.303304908,0,0,0,0,0,0,0,0,0,0,0,0,0
32,12/01/14,2014_HF1,DET,13.65791762,1.558144618,11.26805892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,12/01/14,2014_HF1,HAR,12.82139469,1.558144618,11.26805892,0,0.693147181,0,0.693147181,6.396929655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,12/01/14,2014_HF1,HOU,15.56546098,1.558144618,11.26805892,0,1.386294361,13.11117502,1.386294361,7.241366283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,12/01/14,2014_HF1,LAX,16.29580456,1.558144618,11.26805892,5.707110265,1.609437912,12.96908165,1.791759469,7.241366283,1.609437912,8.43402895,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181
36,12/01/14,2014_HF1,MIA,14.78788872,1.558144618,11.26805892,0,0,0,0.693147181,0,1.098612289,8.517393171,0,0,0,0,0,0,0,0,0,0,0,0,0
37,12/01/14,2014_HF1,MIN,12.90332596,1.558144618,11.26805892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,12/01/14,2014_HF1,NYC,17.09170294,1.558144618,11.26805892,6.803505258,1.098612289,12.0435596,1.609437912,6.326149473,2.48490665,9.071193241,0,0,0,0,0,0,0,0,0,0,0,0,1.386294361
39,12/01/14,2014_HF1,ORL,13.64226674,1.558144618,11.26805892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,12/01/14,2014_HF1,OTH,17.45305229,1.558144618,11.26805892,5.993961427,2.772588722,15.22665313,2.944438979,8.810608796,2.48490665,9.239996257,0,0,0,0,0,0,0,0,0,0,0,0,1.386294361
41,12/01/14,2014_HF1,PHI,14.50444806,1.558144618,11.26805892,6.398594935,0,0,0.693147181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181
42,12/01/14,2014_HF1,PHO,14.39450304,1.558144618,11.26805892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,12/01/14,2014_HF1,SAC,14.39043878,1.558144618,11.26805892,7.650168701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.098612289
44,12/01/14,2014_HF1,SDO,14.89704451,1.558144618,11.26805892,0,0.693147181,0,0.693147181,5.634789603,0.693147181,6.398594935,0,0,0,0,0,0,0,0,0,0,0,0,0
45,12/01/14,2014_HF1,SEA,14.62204925,1.558144618,11.26805892,4.615120517,0.693147181,11.81590001,0.693147181,5.634789603,1.098612289,7.003974137,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181
46,12/01/14,2014_HF1,SFO,16.71112495,1.558144618,11.26805892,7.550135342,1.791759469,13.13958228,2.302585093,7.53689713,2.397895273,8.455530531,0,0,0,0,0,0,0,0,0,0,0,0,1.609437912
47,12/01/14,2014_HF1,TAM,14.47687383,1.558144618,11.26805892,5.303304908,0,0,0,0,0.693147181,6.398594935,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181
48,12/01/14,2014_HF1,WDC,14.97655029,1.558144618,11.26805892,0,0,0,0.693147181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,12/01/14,2014_HF1,WPB,14.33146105,1.558144618,11.26805892,0,0,0,0,0,0.693147181,6.398594935,0,0,0,0,0,0,0,0,0,0,0,0,0
50,19/01/14,2014_HF1,ATL,14.62805951,1.490654376,11.24826502,0,0.693147181,12.07087701,0.693147181,5.634789603,1.098612289,7.496097345,0,0,0,0,0,0,0,0,0,0,0,0,0
51,19/01/14,2014_HF1,BAL,12.74707842,1.490654376,11.24826502,0,0,0,0,0,0.693147181,6.398594935,0,0,0,0,0,0,0,0,0,0,0,0,0
52,19/01/14,2014_HF1,BOS,14.3581127,1.490654376,11.24826502,0,0.693147181,11.73607702,0.693147181,5.634789603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,19/01/14,2014_HF1,CHA,12.82134542,1.490654376,11.24826502,0,0,0,0.693147181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,19/01/14,2014_HF1,CHI,15.42180984,1.490654376,11.24826502,0,1.791759469,15.41288723,1.791759469,7.747164967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,19/01/14,2014_HF1,DAL,15.2241318,1.490654376,11.24826502,4.615120517,1.098612289,13.3126746,1.386294361,6.577861358,1.609437912,8.26898821,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181
56,19/01/14,2014_HF1,DEN,14.67749251,1.490654376,11.24826502,6.552507887,0,0,0,0,0.693147181,5.707110265,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181
57,19/01/14,2014_HF1,DET,14.14588277,1.490654376,11.24826502,0,0,0,0,0,0.693147181,6.398594935,0,0,0,0,0,0,0,0,0,0,0,0,0
58,19/01/14,2014_HF1,HAR,12.85727623,1.490654376,11.24826502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,19/01/14,2014_HF1,HOU,15.45011305,1.490654376,11.24826502,6.552507887,1.098612289,13.12523326,1.098612289,6.577861358,0.693147181,6.398594935,0,0,0,0,0,0,0,0,0,0,0,0,1.098612289
60,19/01/14,2014_HF1,LAX,15.93243408,1.490654376,11.24826502,0,0.693147181,0,0.693147181,6.396929655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,19/01/14,2014_HF1,MIA,15.40092611,1.490654376,11.24826502,0,0,0,0,0,0.693147181,7.824445931,0,0,0,0,0,0,0,0,0,0,0,0,0
62,19/01/14,2014_HF1,MIN,13.97106759,1.490654376,11.24826502,0,0,0,0,0,1.098612289,7.378383713,0,0,0,0,0,0,0,0,0,0,0,0,0
63,19/01/14,2014_HF1,NYC,16.64288294,1.490654376,11.24826502,0,1.945910149,14.05184197,2.397895273,7.813995675,2.63905733,8.699681401,0,0,0,0,0,0,0,0,0,0,0,0,0
64,19/01/14,2014_HF1,ORL,13.9363999,1.490654376,11.24826502,0,0,0,0,0,0.693147181,5.707110265,0,0,0,0,0,0,0,0,0,0,0,0,0
65,19/01/14,2014_HF1,OTH,17.67336468,1.490654376,11.24826502,7.170888479,2.079441542,15.7899107,2.397895273,7.860956365,2.63905733,9.495594499,0,0,0,0,0,0,0,0,0,0,0,0,1.791759469
66,19/01/14,2014_HF1,PHI,14.338917,1.490654376,11.24826502,4.615120517,0,0,0,0,1.098612289,6.803505258,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181
67,19/01/14,2014_HF1,PHO,14.28893808,1.490654376,11.24826502,0,0,0,0.693147181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,19/01/14,2014_HF1,SAC,13.86339091,1.490654376,11.24826502,0,0,0,0.693147181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,19/01/14,2014_HF1,SDO,14.81307804,1.490654376,11.24826502,0,1.098612289,13.3091765,1.098612289,6.778784898,0.693147181,5.707110265,0,0,0,0,0,0,0,0,0,0,0,0,0
70,19/01/14,2014_HF1,SEA,14.67240703,1.490654376,11.24826502,0,0.693147181,0,0.693147181,5.634789603,1.098612289,8.517393171,0,0,0,0,0,0,0,0,0,0,0,0,0
71,19/01/14,2014_HF1,SFO,16.71383719,1.490654376,11.24826502,5.303304908,1.098612289,13.35752878,1.609437912,6.778784898,1.386294361,7.650168701,0,0,0,0,0,0,0,0,0,0,0,0,1.098612289
72,19/01/14,2014_HF1,TAM,16.39395571,1.490654376,11.24826502,0,0.693147181,11.51293546,0.693147181,5.634789603,0.693147181,6.908754779,0,0,0,0,0,0,0,0,0,0,0,0,0
73,19/01/14,2014_HF1,WDC,15.06661946,1.490654376,11.24826502,0,0,0,0,0,0.693147181,6.398594935,0,0,0,0,0,0,0,0,0,0,0,0,0
74,19/01/14,2014_HF1,WPB,14.24192002,1.490654376,11.24826502,0,0.693147181,11.69525536,1.098612289,5.634789603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,26/01/14,2014_HF1,ATL,14.20030068,1.627277831,11.39540071,0,0.693147181,13.38472918,0.693147181,6.396929655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,26/01/14,2014_HF1,BAL,13.2151988,1.627277831,11.39540071,0,0,0,0,0,0.693147181,6.216606101,0,0,0,0,0,0,0,0,0,0,0,0,0
77,26/01/14,2014_HF1,BOS,14.63702441,1.627277831,11.39540071,0,0,0,0,0,1.386294361,8.318986125,0,0,0,0,0,0,0,0,0,0,0,0,0
78,26/01/14,2014_HF1,CHA,12.44033941,1.627277831,11.39540071,0,0,0,0,0,0.693147181,7.824445931,0,0,0,0,0,0,0,0,0,0,0,0,0
79,26/01/14,2014_HF1,CHI,15.54613979,1.627277831,11.39540071,4.615120517,0.693147181,14.28551481,0.693147181,6.396929655,1.098612289,8.039479919,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181
80,26/01/14,2014_HF1,DAL,15.27125356,1.627277831,11.39540071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,26/01/14,2014_HF1,DEN,14.68802954,1.627277831,11.39540071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,26/01/14,2014_HF1,DET,13.42231621,1.627277831,11.39540071,0,0,0,0.693147181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,26/01/14,2014_HF1,HAR,13.20963945,1.627277831,11.39540071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,26/01/14,2014_HF1,HOU,15.15803107,1.627277831,11.39540071,0,0,0,0.693147181,0,0.693147181,7.824445931,0,0,0,0,0,0,0,0,0,0,0,0,0
85,26/01/14,2014_HF1,LAX,16.19284204,1.627277831,11.39540071,0,2.079441542,13.961856,2.079441542,7.860956365,1.098612289,6.398594935,0,0,0,0,0,0,0,0,0,0,0,0,0
86,26/01/14,2014_HF1,MIA,14.79574653,1.627277831,11.39540071,0,0,0,0,0,0.693147181,7.824445931,0,0,0,0,0,0,0,0,0,0,0,0,0
87,26/01/14,2014_HF1,MIN,13.60613481,1.627277831,11.39540071,5.707110265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181
88,26/01/14,2014_HF1,NYC,16.62339645,1.627277831,11.39540071,6.398594935,0,0,0,0,1.791759469,8.43402895,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181
89,26/01/14,2014_HF1,ORL,13.50352624,1.627277831,11.39540071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,26/01/14,2014_HF1,OTH,17.56378274,1.627277831,11.39540071,5.303304908,1.791759469,13.8873055,2.079441542,7.618742378,2.302585093,9.314790473,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181
91,26/01/14,2014_HF1,PHI,14.26295432,1.627277831,11.39540071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,26/01/14,2014_HF1,PHO,14.33896168,1.627277831,11.39540071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,26/01/14,2014_HF1,SAC,14.18805812,1.627277831,11.39540071,0,0,0,0,0,0.693147181,6.398594935,0,0,0,0,0,0,0,0,0,0,0,0,0
94,26/01/14,2014_HF1,SDO,14.82753283,1.627277831,11.39540071,0,0.693147181,13.12237538,0.693147181,6.396929655,0,0,0,0,0,0,0,7.215975003,11.96520418,0,0,0,0,0,0
95,26/01/14,2014_HF1,SEA,14.33836033,1.627277831,11.39540071,0,0,0,0,0,1.098612289,7.090909822,0,0,0,0,0,0,0,0,0,0,0,0,0
96,26/01/14,2014_HF1,SFO,16.61331485,1.627277831,11.39540071,6.803505258,2.079441542,14.95406702,2.302585093,7.860956365,1.945910149,7.955425089,0,0,0,0,0,0,0,0,0,0,0,0,1.386294361
97,26/01/14,2014_HF1,TAM,15.43816997,1.627277831,11.39540071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,26/01/14,2014_HF1,WDC,14.8340037,1.627277831,11.39540071,6.398594935,0,0,0.693147181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181
99,26/01/14,2014_HF1,WPB,14.32955301,1.627277831,11.39540071,0,0,0,0.693147181,0,0.693147181,5.707110265,0,0,0,0,0,0,0,0,0,0,0,0,0
100,02/02/14,2014_HF1,ATL,14.17276065,1.656321498,11.2550863,0,0.693147181,11.51293546,1.098612289,5.634789603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,02/02/14,2014_HF1,BAL,13.54238331,1.656321498,11.2550863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,02/02/14,2014_HF1,BOS,14.45662239,1.656321498,11.2550863,0,0.693147181,11.51293546,0.693147181,5.634789603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,02/02/14,2014_HF1,CHA,12.07232508,1.656321498,11.2550863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,02/02/14,2014_HF1,CHI,15.5447477,1.656321498,11.2550863,4.615120517,0.693147181,11.5979006,0.693147181,5.634789603,1.386294361,7.496097345,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181
105,02/02/14,2014_HF1,DAL,15.00631788,1.656321498,11.2550863,0,0,0,0.693147181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,02/02/14,2014_HF1,DEN,14.61914151,1.656321498,11.2550863,0,0,0,0,0,0.693147181,6.398594935,0,0,0,0,0,0,0,0,0,0,0,0,0
107,02/02/14,2014_HF1,DET,13.52768598,1.656321498,11.2550863,0,0.693147181,13.3342049,0.693147181,6.396929655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,02/02/14,2014_HF1,HAR,12.96004557,1.656321498,11.2550863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,02/02/14,2014_HF1,HOU,15.02437864,1.656321498,11.2550863,0,0.693147181,12.76569129,0.693147181,6.086774727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,02/02/14,2014_HF1,LAX,16.42828657,1.656321498,11.2550863,0,1.386294361,13.93989928,1.609437912,7.054449658,1.386294361,8.023224685,0,0,0,0,0,0,0,0,0,0,0,0,0
111,02/02/14,2014_HF1,MIA,14.88497659,1.656321498,11.2550863,0,0,0,0,0,0.693147181,7.090909822,0,0,0,0,0,0,0,0,0,0,0,0,0
112,02/02/14,2014_HF1,MIN,13.7046543,1.656321498,11.2550863,0,0.693147181,11.88793824,0.693147181,6.577861358,1.098612289,8.039479919,0,0,0,0,0,0,0,0,0,0,0,0,0
113,02/02/14,2014_HF1,NYC,16.76080835,1.656321498,11.2550863,4.615120517,1.098612289,12.96949887,1.791759469,7.054449658,1.098612289,7.496097345,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181
114,02/02/14,2014_HF1,ORL,13.07457571,1.656321498,11.2550863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,02/02/14,2014_HF1,OTH,17.54578179,1.656321498,11.2550863,5.303304908,2.079441542,14.02772258,2.197224577,7.860956365,2.63905733,9.036106025,0,0,0,0,0,0,0,0,0,0,0,0,1.098612289
116,02/02/14,2014_HF1,PHI,14.26258629,1.656321498,11.2550863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,02/02/14,2014_HF1,PHO,14.32632452,1.656321498,11.2550863,0,0,0,0,0,0,0,0,0,0,0,0,6.398594935,11.41515231,0,0,0,0,0,0
118,02/02/14,2014_HF1,SAC,14.06003074,1.656321498,11.2550863,0,0.693147181,0,0.693147181,6.396929655,0.693147181,5.303304908,0,0,0,0,0,0,0,0,0,0,0,0,0
119,02/02/14,2014_HF1,SDO,14.82271433,1.656321498,11.2550863,0,1.386294361,14.63726729,1.386294361,7.183870715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,02/02/14,2014_HF1,SEA,14.40731158,1.656321498,11.2550863,0,0.693147181,13.13553426,0.693147181,6.396929655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,02/02/14,2014_HF1,SFO,16.6238208,1.656321498,11.2550863,6.398594935,1.945910149,13.77633096,2.197224577,7.675546003,1.609437912,8.294299609,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181
122,02/02/14,2014_HF1,TAM,15.43582773,1.656321498,11.2550863,0,1.098612289,11.73607702,1.098612289,6.326149473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,02/02/14,2014_HF1,WDC,15.00127116,1.656321498,11.2550863,0,0.693147181,0,1.098612289,5.634789603,1.098612289,7.937731775,0,0,0,0,0,0,0,0,0,0,0,0,0
124,02/02/14,2014_HF1,WPB,14.62884539,1.656321498,11.2550863,0,0,0,0,0,0.693147181,7.090909822,0,0,0,0,0,0,0,0,0,0,0,0,0
125,09/02/14,2014_HF1,ATL,14.82317932,1.806648082,11.31515417,0,1.098612289,12.79265025,1.098612289,6.326149473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,09/02/14,2014_HF1,BAL,13.89464001,1.806648082,11.31515417,0,0,0,0,0,0.693147181,7.313886832,0,0,0,0,0,0,0,0,0,0,0,0,0
127,09/02/14,2014_HF1,BOS,14.42826283,1.806648082,11.31515417,5.303304908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.098612289
128,09/02/14,2014_HF1,CHA,12.62492619,1.806648082,11.31515417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,09/02/14,2014_HF1,CHI,15.52839738,1.806648082,11.31515417,0,0,0,0,0,1.609437912,8.732465848,0,0,0,0,0,0,0,0,0,0,0,0,0
130,09/02/14,2014_HF1,DAL,15.13071956,1.806648082,11.31515417,0,1.386294361,15.2981507,1.386294361,7.401231264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,09/02/14,2014_HF1,DEN,14.78812693,1.806648082,11.31515417,4.615120517,1.098612289,13.04213115,1.098612289,6.778784898,0.693147181,6.398594935,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181
132,09/02/14,2014_HF1,DET,13.82235111,1.806648082,11.31515417,0,0.693147181,0,0.693147181,6.396929655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,09/02/14,2014_HF1,HAR,12.54719569,1.806648082,11.31515417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,09/02/14,2014_HF1,HOU,14.87146852,1.806648082,11.31515417,0,0.693147181,13.81551156,1.098612289,6.946013991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,09/02/14,2014_HF1,LAX,16.32472389,1.806648082,11.31515417,0,1.609437912,13.11288056,1.609437912,7.241366283,2.079441542,9.071193241,0,0,0,0,0,0,0,0,0,0,0,0,0
136,09/02/14,2014_HF1,MIA,14.99986211,1.806648082,11.31515417,0,0,0,0,0,0.693147181,7.170888479,0,0,0,0,0,0,0,0,0,0,0,0,0
137,09/02/14,2014_HF1,MIN,13.92951627,1.806648082,11.31515417,0,0,0,0,0,0.693147181,5.707110265,0,0,0,0,0,0,0,0,0,0,0,0,0
138,09/02/14,2014_HF1,NYC,16.63126207,1.806648082,11.31515417,4.615120517,1.386294361,12.87057855,1.945910149,6.7310181,1.098612289,6.398594935,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181
139,09/02/14,2014_HF1,ORL,13.87431785,1.806648082,11.31515417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,09/02/14,2014_HF1,OTH,17.57570299,1.806648082,11.31515417,4.615120517,1.945910149,15.17666709,1.945910149,7.99125393,2.564949357,9.384377709,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181
141,09/02/14,2014_HF1,PHI,14.18330387,1.806648082,11.31515417,0,0,0,0.693147181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,09/02/14,2014_HF1,PHO,14.47996569,1.806648082,11.31515417,0,0,0,0,0,0.693147181,6.216606101,0,0,0,0,0,0,0,0,0,0,0,0,0
143,09/02/14,2014_HF1,SAC,14.12331956,1.806648082,11.31515417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,09/02/14,2014_HF1,SDO,14.63980005,1.806648082,11.31515417,0,1.386294361,15.82256647,1.386294361,7.054449658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,09/02/14,2014_HF1,SEA,14.79782185,1.806648082,11.31515417,4.615120517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181
146,09/02/14,2014_HF1,SFO,16.93633734,1.806648082,11.31515417,0,2.197224577,14.92955778,2.197224577,8.208764046,2.197224577,8.86092473,0,0,0,0,0,7.448333861,12.27602539,0,0,0,0,0,0
147,09/02/14,2014_HF1,TAM,15.77147469,1.806648082,11.31515417,6.685860947,0.693147181,11.57352185,0.693147181,5.634789603,0.693147181,6.398594935,0,0,0,0,0,0,0,0,0,0,0,0,1.098612289
148,09/02/14,2014_HF1,WDC,14.75217669,1.806648082,11.31515417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
